,parent_id,rank,tax_name,root,below_root,superkingdom,below_superkingdom,below_below_superkingdom,below_below_below_superkingdom,below_below_below_below_superkingdom,phylum,below_phylum,below_below_phylum,subphylum,class,below_class,below_below_class,subclass,order,below_order,below_below_order,suborder,family,below_family,below_below_family,below_below_below_family,subfamily,tribe,genus,below_genus,subgenus,species_group,species_subgroup,species,below_species,below_below_species,below_below_below_species,subspecies,below_subspecies,below_below_subspecies,below_below_below_subspecies
1658,1505648,species,[Bacillus] caldolyticus,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Geobacillus,,,1505648.0,,[Bacillus] caldolyticus,,,,,,,
1659,1505648,species,Geobacillus thermoleovorans,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Geobacillus,,,1505648.0,,Geobacillus thermoleovorans,,,,,,,
1663,33941,below_species,Geobacillus thermoleovorans CCB_US3_UF5,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Geobacillus,,,1505648.0,,Geobacillus thermoleovorans,Geobacillus thermoleovorans CCB_US3_UF5,,,,,,
1665,129337,species,Geobacillus sp. Y412MC61,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Geobacillus,,,,,Geobacillus sp. Y412MC61,,,,,,,
1673,129337,species,Geobacillus genomosp. 3,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Geobacillus,,,,,Geobacillus genomosp. 3,,,,,,,
1675,129337,species,Geobacillus subterraneus,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Geobacillus,,,,,Geobacillus subterraneus,,,,,,,
1677,1505648,species,Geobacillus thermoleovorans,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Geobacillus,,,1505648.0,,Geobacillus thermoleovorans,,,,,,,
1679,129337,species,Geobacillus thermodenitrificans,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Geobacillus,,,,,Geobacillus thermodenitrificans,,,,,,,
1685,1386,species,Bacillus smithii,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus smithii,,,,,,,
1687,1386,species,Bacillus thermoamylovorans,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus thermoamylovorans,,,,,,,
1688,1386,species,Bacillus coagulans,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus coagulans,,,,,,,
1689,1386,species,Bacillus coagulans,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus coagulans,,,,,,,
1690,1398,below_species,Bacillus coagulans 2-6,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus coagulans,Bacillus coagulans 2-6,,,,,,
1691,1386,species,Bacillus coagulans,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus coagulans,,,,,,,
1692,1386,species,Bacillus coagulans,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus coagulans,,,,,,,
1693,1398,below_species,Bacillus coagulans 36D1,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus coagulans,Bacillus coagulans 36D1,,,,,,
1701,1471,below_species,Bacillus methanolicus MGA3,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus methanolicus,Bacillus methanolicus MGA3,,,,,,
1704,1386,species,Bacillus lentus,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus lentus,,,,,,,
1705,1386,species,Bacillus freudenreichii,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus freudenreichii,,,,,,,
1710,1386,species,Bacillus weihaiensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus weihaiensis,,,,,,,
1711,1386,species,Bacillus litoralis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus litoralis,,,,,,,
1713,1386,species,Bacillus pumilus,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus pumilus,,,,,,,
1714,1386,species,Bacillus pumilus,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus pumilus,,,,,,,
1715,1386,species,Bacillus pumilus,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus pumilus,,,,,,,
1717,1386,species,Bacillus pumilus,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus pumilus,,,,,,,
1718,1408,below_species,Bacillus pumilus SAFR-032,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus pumilus,Bacillus pumilus SAFR-032,,,,,,
1719,1386,species,Bacillus safensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus safensis,,,,,,,
1720,1386,species,Bacillus safensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus safensis,,,,,,,
1723,1386,species,Bacillus pumilus,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus pumilus,,,,,,,
1727,1386,species,Bacillus safensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus safensis,,,,,,,
1729,1386,species,Bacillus pumilus,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus pumilus,,,,,,,
1730,1792192,species,Bacillus altitudinis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,1792192.0,,Bacillus altitudinis,,,,,,,
1731,1792192,species,Bacillus altitudinis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,1792192.0,,Bacillus altitudinis,,,,,,,
1732,1386,species,Bacillus pumilus,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus pumilus,,,,,,,
1735,1386,species,Bacillus xiamenensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus xiamenensis,,,,,,,
1740,1423,below_species,Bacillus subtilis TO-A,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,Bacillus subtilis TO-A,,,,,,
1741,1423,below_species,Bacillus subtilis BSn5,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,Bacillus subtilis BSn5,,,,,,
1742,1423,below_species,Bacillus subtilis HJ5,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,Bacillus subtilis HJ5,,,,,,
1744,135461,below_subspecies,Bacillus subtilis subsp. subtilis str. BSP1,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,135461.0,1192196.0,,
1745,653685,species,Bacillus subtilis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,,,,
1746,135461,below_subspecies,Bacillus subtilis subsp. subtilis str. RO-NN-1,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,135461.0,1052588.0,,
1747,135461,below_subspecies,Bacillus subtilis subsp. subtilis str. 168,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,135461.0,224308.0,,
1748,653685,species,Bacillus subtilis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,,,,
1749,1423,subspecies,Bacillus subtilis subsp. subtilis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,135461.0,,,
1751,653685,species,Bacillus subtilis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,,,,
1752,653685,species,Bacillus subtilis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,,,,
1754,653685,species,Bacillus subtilis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,,,,
1755,653685,species,Bacillus subtilis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,,,,
1756,1648923,below_species,Bacillus paralicheniformis ATCC 9945a,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus paralicheniformis,Bacillus paralicheniformis ATCC 9945a,,,,,,
1757,653685,species,Bacillus paralicheniformis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus paralicheniformis,,,,,,,
1758,653685,species,Bacillus paralicheniformis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus paralicheniformis,,,,,,,
1759,653685,species,Bacillus licheniformis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus licheniformis,,,,,,,
1760,653685,species,Bacillus sonorensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus sonorensis,,,,,,,
1761,653685,species,Bacillus paralicheniformis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus paralicheniformis,,,,,,,
1762,1386,species,Bacillus glycinifermentans,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus glycinifermentans,,,,,,,
1763,653685,species,Bacillus licheniformis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus licheniformis,,,,,,,
1764,653685,species,Bacillus licheniformis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus licheniformis,,,,,,,
1766,1402,below_species,Bacillus licheniformis DSM 13 = ATCC 14580,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus licheniformis,Bacillus licheniformis DSM 13 = ATCC 14580,,,,,,
1767,653685,species,Bacillus licheniformis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus licheniformis,,,,,,,
1768,653685,species,Bacillus licheniformis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus licheniformis,,,,,,,
1770,653685,species,Bacillus licheniformis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus licheniformis,,,,,,,
1778,653685,species,Bacillus paralicheniformis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus paralicheniformis,,,,,,,
1780,653685,species,Bacillus paralicheniformis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus paralicheniformis,,,,,,,
1783,1386,species,Bacillus glycinifermentans,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus glycinifermentans,,,,,,,
1787,96241,below_subspecies,Bacillus subtilis subsp. spizizenii TU-B-10,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,96241.0,1052585.0,,
1789,653685,species,Bacillus vallismortis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus vallismortis,,,,,,,
1790,1390,below_species,Bacillus amyloliquefaciens Y2,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,Bacillus amyloliquefaciens Y2,,,,,,
1791,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1792,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1793,492670,below_species,Bacillus velezensis TrigoCor1448,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,Bacillus velezensis TrigoCor1448,,,,,,
1794,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1796,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1798,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1800,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1802,1938374,species,Bacillus amyloliquefaciens,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,,,,,,,
1804,1938374,species,Bacillus amyloliquefaciens,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,,,,,,,
1805,653685,species,Bacillus subtilis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,,,,
1806,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1807,1386,species,Bacillus sp. Pc3,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus sp. Pc3,,,,,,,
1809,1938374,species,Bacillus amyloliquefaciens,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,,,,,,,
1810,1938374,species,Bacillus amyloliquefaciens,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,,,,,,,
1811,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1813,653685,species,Bacillus atrophaeus,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus atrophaeus,,,,,,,
1814,1423,subspecies,Bacillus subtilis subsp. globigii,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,1496303.0,,,
1815,653685,species,Bacillus atrophaeus,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus atrophaeus,,,,,,,
1818,1938374,species,Bacillus siamensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus siamensis,,,,,,,
1820,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1823,492670,below_species,Bacillus velezensis SQR9,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,Bacillus velezensis SQR9,,,,,,
1825,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1827,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1829,1390,below_species,Bacillus amyloliquefaciens UMAF6639,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,Bacillus amyloliquefaciens UMAF6639,,,,,,
1831,1390,below_species,Bacillus amyloliquefaciens KHG19,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,Bacillus amyloliquefaciens KHG19,,,,,,
1835,1390,below_species,Bacillus amyloliquefaciens CC178,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,Bacillus amyloliquefaciens CC178,,,,,,
1838,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1839,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1842,1390,below_species,Bacillus amyloliquefaciens IT-45,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,Bacillus amyloliquefaciens IT-45,,,,,,
1844,1938374,species,Bacillus amyloliquefaciens,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,,,,,,,
1846,1938374,species,Bacillus amyloliquefaciens,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,,,,,,,
1848,1386,species,Bacillus sp. 275,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus sp. 275,,,,,,,
1850,1938374,species,Bacillus amyloliquefaciens,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,,,,,,,
1853,1390,below_species,Bacillus amyloliquefaciens UMAF6614,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,Bacillus amyloliquefaciens UMAF6614,,,,,,
1855,1386,species,Bacillus sp. ZY-1-1,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,,,Bacillus sp. ZY-1-1,,,,,,,
1857,492670,below_species,Bacillus velezensis CAU B946,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,Bacillus velezensis CAU B946,,,,,,
1860,653685,species,Bacillus subtilis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,,Bacillus subtilis,,,,,,,
1862,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1863,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1868,1938374,species,Bacillus amyloliquefaciens,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,,,,,,,
1870,1938374,species,Bacillus velezensis,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus velezensis,,,,,,,
1872,1938374,species,Bacillus amyloliquefaciens,root,cellular organisms,Bacteria,Terrabacteria group,,,,Firmicutes,,,,Bacilli,,,,Bacillales,,,,Bacillaceae,,,,,,Bacillus,,,653685.0,1938374.0,Bacillus amyloliquefaciens,,,,,,,
