# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
GCF_000011185.1,PRJNA224116,SAMD00061089,,representative genome,273116,50339,Thermoplasma volcanium GSS1,strain=GSS1,,latest,Complete Genome,Major,Full,2004/05/11,ASM1118v1,"National Institute of Advanced Industrial Science and Technology, Japan",GCA_000011185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/185/GCF_000011185.1_ASM1118v1,,assembly from type material,1.0,1.0,1543.0,1584804.0,GCF_000011185.1_Thermoplasma volcanium GSS1_strain=GSS1,0.37648449313,39.9185009629,204.0,@GCF_000011185.1_Thermoplasma_volcanium_GSS1_strain_GSS1,108.0,0.0152345,195.0
GCF_000223905.1,PRJNA224116,SAMN02602960,,representative genome,634497,51589,Haloarcula hispanica ATCC 33960,strain=CGMCC 1.2049,,latest,Complete Genome,Major,Full,2011/08/17,ASM22390v1," Institute of Microbiology, Chinese Academy of Sciences",GCA_000223905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/905/GCF_000223905.1_ASM22390v1,,assembly from type material,3.0,3.0,3725.0,3890005.0,GCF_000223905.1_Haloarcula hispanica ATCC 33960_strain=CGMCC 1.2049,0.347020901387,62.4546498012,104.0,@GCF_000223905.1_Haloarcula_hispanica_ATCC_33960_strain_CGMCC_1.2049,162.0,0.00588643,605.0
GCF_000504565.1,PRJNA224116,SAMN02393367,,na,1417673,51589,Haloarcula hispanica N601,strain=N601,,latest,Complete Genome,Major,Full,2014/01/09,ASM50456v2,"Academia Sinica, Taipei, Taiwan",GCA_000504565.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/565/GCF_000504565.1_ASM50456v2,,,3.0,4.0,3738.0,3901495.0,,,62.4261981625,,,,,
GCF_001592435.1,PRJNA224116,SAMN03324162,,na,53952,53952,Thermococcus peptonophilus,strain=OG-1,,latest,Complete Genome,Major,Full,2016/03/15,ASM159243v1,Ecole Normale Superieure de Lyon,GCA_001592435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/592/435/GCF_001592435.1_ASM159243v1,,assembly from type material,1.0,2.0,1974.0,1896106.0,GCF_001592435.1_Thermococcus peptonophilus_strain=OG-1,0.886878814823,51.735926156,281.0,@GCF_001592435.1_Thermococcus_peptonophilus_strain_OG-1,101.0,0.00497713,11.0
GCF_000011105.1,PRJNA224116,SAMD00061090,,representative genome,70601,53953,Pyrococcus horikoshii OT3,strain=OT3,,latest,Complete Genome,Major,Full,2004/05/11,ASM1110v1,NITE,GCA_000011105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/105/GCF_000011105.1_ASM1110v1,,assembly from type material,1.0,1.0,1801.0,1738505.0,,,41.8789707248,,,,,
GCF_002214465.1,PRJNA224116,SAMN03324153,,representative genome,54077,54077,Thermococcus barossii,strain=SHCK-94,,latest,Complete Genome,Major,Full,2017/07/05,ASM221446v1,Ecole Normale Superieure de Lyon,GCA_002214465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/465/GCF_002214465.1_ASM221446v1,,assembly from type material,1.0,1.0,1996.0,1922421.0,GCF_002214465.1_Thermococcus barossii_strain=SHCK-94,0.883703888297,54.6921824096,266.0,@GCF_002214465.1_Thermococcus_barossii_strain_SHCK-94,98.0,1e-06,40.0
GCF_000147875.1,PRJNA224116,SAMN00017400,,representative genome,679926,54120,Methanolacinia petrolearia DSM 11571,,,latest,Complete Genome,Major,Full,2010/09/17,ASM14787v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000147875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/875/GCF_000147875.1_ASM14787v1,,assembly from type material,2.0,1.0,2771.0,2843290.0,GCF_000147875.1_Methanolacinia petrolearia DSM 11571,0.669810870837,47.3991748995,131.0,@GCF_000147875.1_Methanolacinia_petrolearia_DSM_11571,115.0,0.10446,247.0
GCF_000015145.1,PRJNA224116,SAMN02604082,,representative genome,415426,54248,Hyperthermus butylicus DSM 5456,strain=DSM 5456,,latest,Complete Genome,Major,Full,2007/01/22,ASM1514v1,Univ. Copenhagen,GCA_000015145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/145/GCF_000015145.1_ASM1514v1,,assembly from type material,1.0,1.0,1676.0,1667163.0,GCF_000015145.1_Hyperthermus butylicus DSM 5456_strain=DSM 5456,0.890420053354,53.7367371997,376.0,@GCF_000015145.1_Hyperthermus_butylicus_DSM_5456_strain_DSM_5456,80.0,0.00637782,160.0
GCF_000223395.1,PRJNA224116,SAMN02232047,,representative genome,694429,54252,Pyrolobus fumarii 1A,strain=1A,,latest,Complete Genome,Major,Full,2011/08/12,ASM22339v1,DOE Joint Genome Institute,GCA_000223395.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/395/GCF_000223395.1_ASM22339v1,,assembly from type material,1.0,1.0,1906.0,1843267.0,GCF_000223395.1_Pyrolobus fumarii 1A_strain=1A,0.811346246555,54.9041457369,379.0,@GCF_000223395.1_Pyrolobus_fumarii_1A_strain_1A,75.0,0.0284267,119.0
GCF_000092185.1,PRJNA224116,SAMN02598509,,na,633148,54254,Thermosphaera aggregans DSM 11486,strain=DSM 11486,,latest,Complete Genome,Major,Full,2010/05/17,ASM9218v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000092185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/185/GCF_000092185.1_ASM9218v1,,assembly from type material,1.0,1.0,1368.0,1316595.0,GCF_000092185.1_Thermosphaera aggregans DSM 11486_strain=DSM 11486,0.876905842153,46.7343412363,390.0,@GCF_000092185.1_Thermosphaera_aggregans_DSM_11486_strain_DSM_11486,78.0,0.0604565,174.0
GCF_001481685.1,PRJNA224116,SAMN04316368,,representative genome,940295,54259,Ignicoccus islandicus DSM 13165,strain=DSM 13165,,latest,Complete Genome,Major,Full,2015/12/23,ASM148168v1,Oak Ridge National Laboratory,GCA_001481685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/481/685/GCF_001481685.1_ASM148168v1,,assembly from type material,1.0,1.0,1477.0,1394664.0,GCF_001481685.1_Ignicoccus islandicus DSM 13165_strain=DSM 13165,0.730595638502,44.9004204597,394.0,@GCF_001481685.1_Ignicoccus_islandicus_DSM_13165_strain_DSM_13165,50.0,0.0387898,0.0
GCF_000025505.1,PRJNA224116,SAMN02598503,,representative genome,589924,54261,Ferroglobus placidus DSM 10642,strain=DSM 10642,,latest,Complete Genome,Major,Full,2010/02/16,ASM2550v1,US DOE Joint Genome Institute,GCA_000025505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/505/GCF_000025505.1_ASM2550v1,,assembly from type material,1.0,1.0,2467.0,2196266.0,GCF_000025505.1_Ferroglobus placidus DSM 10642_strain=DSM 10642,0.780217113926,44.1354098274,324.0,@GCF_000025505.1_Ferroglobus_placidus_DSM_10642_strain_DSM_10642,112.0,0.0185739,212.0
GCF_002214605.1,PRJNA224116,SAMN03324156,,na,54262,54262,Thermococcus chitonophagus,strain=GC74,,latest,Complete Genome,Major,Full,2017/07/05,ASM221460v1,Ecole Normale Superieure de Lyon,GCA_002214605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/605/GCF_002214605.1_ASM221460v1,,assembly from type material,1.0,1.0,2062.0,1961979.0,GCF_002214605.1_Thermococcus chitonophagus_strain=GC74,0.825602025517,44.9216836674,292.0,@GCF_002214605.1_Thermococcus_chitonophagus_strain_GC74,102.0,0.00119485,0.0
GCF_900012635.1,PRJNA224116,SAMEA3721282,,na,54262,54262,Thermococcus chitonophagus,,1,latest,Complete Genome,Major,Full,2016/04/15,Pyrococcus chitonophagus genome sequence,University of Athens,GCA_900012635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/012/635/GCF_900012635.1_Pyrococcus_chitonophagus_genome_sequence,,,1.0,1.0,2073.0,1969648.0,,,44.9204629457,,,,,
GCF_000151105.2,PRJNA224116,SAMN02603625,,representative genome,391623,55802,Thermococcus barophilus MP,strain=MP,,latest,Complete Genome,Major,Full,2010/12/17,ASM15110v2,Moore Foundation,GCA_000151105.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/105/GCF_000151105.2_ASM15110v2,,assembly from type material,1.0,2.0,2182.0,2064237.0,GCF_000151105.2_Thermococcus barophilus MP_strain=MP,0.868007366135,41.6667272217,307.0,@GCF_000151105.2_Thermococcus_barophilus_MP_strain_MP,112.0,0.0126047,8.0
GCF_001433455.1,PRJNA224116,SAMN03324231,,na,55802,55802,Thermococcus barophilus,strain=CH5,,latest,Complete Genome,Major,Full,2015/11/05,ASM143345v1,Ecole Normale Superieure de Lyon,GCA_001433455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/455/GCF_001433455.1_ASM143345v1,,,1.0,1.0,2518.0,2388527.0,,,41.8368726835,,,,,
GCF_000023965.1,PRJNA224116,SAMN00002610,,representative genome,485914,57705,Halomicrobium mukohataei DSM 12286,strain=DSM 12286,,latest,Complete Genome,Major,Full,2009/09/03,ASM2396v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/965/GCF_000023965.1_ASM2396v1,,assembly from type material,3.0,2.0,3227.0,3332349.0,GCF_000023965.1_Halomicrobium mukohataei DSM 12286_strain=DSM 12286,0.565153733635,65.530711219,108.0,@GCF_000023965.1_Halomicrobium_mukohataei_DSM_12286_strain_DSM_12286,148.0,0.0449189,229.0
GCF_000194625.1,PRJNA224116,SAMN00713598,,representative genome,693661,58290,Archaeoglobus veneficus SNP6,strain=SNP6,,latest,Complete Genome,Major,Full,2011/03/31,ASM19462v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000194625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/625/GCF_000194625.1_ASM19462v1,,assembly from type material,1.0,1.0,2055.0,1901943.0,GCF_000194625.1_Archaeoglobus veneficus SNP6_strain=SNP6,0.881275875869,47.0489914787,328.0,@GCF_000194625.1_Archaeoglobus_veneficus_SNP6_strain_SNP6,120.0,0.0361436,333.0
GCF_002813655.1,PRJNA224116,SAMN05928840,,na,59277,59277,Methanobacterium subterraneum,strain=MO-MB1,,latest,Complete Genome,Major,Full,2017/12/07,ASM281365v1,Japan Agency for Marine-Earth Science and technology,GCA_002813655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/655/GCF_002813655.1_ASM281365v1,,,2.0,1.0,2275.0,2506225.0,GCF_002813655.1_Methanobacterium subterraneum_strain=MO-MB1,0.853650858274,39.425390777,3.0,@GCF_002813655.1_Methanobacterium_subterraneum_strain_MO-MB1,101.0,0.0189799,29.0
GCF_002813695.1,PRJNA224116,SAMN05928842,,na,59277,59277,Methanobacterium subterraneum,strain=A8p,,latest,Complete Genome,Major,Full,2017/12/07,ASM281369v1,Japan Agency for Marine-Earth Science and technology,GCA_002813695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/695/GCF_002813695.1_ASM281369v1,,assembly from type material,2.0,1.0,2326.0,2515817.0,,,39.4043763914,,,,,
GCF_000172995.2,PRJNA224116,SAMN00002580,,representative genome,469382,60847,Halogeometricum borinquense DSM 11551,strain=PR 3,,latest,Complete Genome,Major,Full,2010/11/22,ASM17299v2,US DOE Joint Genome Institute (JGI-PGF),GCA_000172995.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/995/GCF_000172995.2_ASM17299v2,,assembly from type material,2.0,6.0,3770.0,3944467.0,GCF_000172995.2_Halogeometricum borinquense DSM 11551_strain=PR 3,0.37372850359,59.9406459732,50.0,@GCF_000172995.2_Halogeometricum_borinquense_DSM_11551_strain_PR_3,147.0,0.0541138,190.0
GCF_000025325.1,PRJNA224116,SAMN02598471,,representative genome,543526,62320,Haloterrigena turkmenica DSM 5511,strain=DSM 5511,,latest,Complete Genome,Major,Full,2010/01/19,ASM2532v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000025325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/325/GCF_000025325.1_ASM2532v1,,assembly from type material,3.0,7.0,4989.0,5440782.0,GCF_000025325.1_Haloterrigena turkmenica DSM 5511_strain=DSM 5511,0.471180113896,64.2642730402,78.0,@GCF_000025325.1_Haloterrigena_turkmenica_DSM_5511_strain_DSM_5511,157.0,0.021249,332.0
GCF_000092305.1,PRJNA224116,SAMN00017484,,representative genome,573063,67760,Methanocaldococcus infernus ME,strain=ME,,latest,Complete Genome,Major,Full,2010/04/30,ASM9230v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000092305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/305/GCF_000092305.1_ASM9230v1,,assembly from type material,2.0,1.0,1434.0,1328194.0,GCF_000092305.1_Methanocaldococcus infernus ME_strain=ME,0.920528599119,33.6185075373,245.0,@GCF_000092305.1_Methanocaldococcus_infernus_ME_strain_ME,96.0,0.0420897,187.0
GCF_000230735.2,PRJNA224116,SAMN02261373,,representative genome,797303,69525,Natrinema pellirubrum DSM 15624,strain=DSM 15624,,latest,Complete Genome,Major,Full,2012/12/27,ASM23073v3,JGI,GCA_000230735.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/735/GCF_000230735.2_ASM23073v3,,assembly from type material,3.0,3.0,4031.0,4354100.0,GCF_000230735.2_Natrinema pellirubrum DSM 15624_strain=DSM 15624,0.499326063171,63.9911347925,74.0,@GCF_000230735.2_Natrinema_pellirubrum_DSM_15624_strain_DSM_15624,146.0,0.0187367,175.0
GCF_002214385.1,PRJNA224116,SAMN03324159,,representative genome,71997,71997,Thermococcus gorgonarius,strain=W-12,,latest,Complete Genome,Major,Full,2017/07/05,ASM221438v1,Ecole Normale Superieure de Lyon,GCA_002214385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/385/GCF_002214385.1_ASM221438v1,,assembly from type material,1.0,1.0,1774.0,1674122.0,GCF_002214385.1_Thermococcus gorgonarius_strain=W-12,0.927786341813,51.6667841412,282.0,@GCF_002214385.1_Thermococcus_gorgonarius_strain_W-12,97.0,0.00244444,37.0
GCF_002214485.1,PRJNA224116,SAMN03324161,,representative genome,71998,71998,Thermococcus pacificus,strain=P-4,,latest,Complete Genome,Major,Full,2017/07/05,ASM221448v1,Ecole Normale Superieure de Lyon,GCA_002214485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/485/GCF_002214485.1_ASM221448v1,,assembly from type material,1.0,1.0,1868.0,1785673.0,GCF_002214485.1_Thermococcus pacificus_strain=P-4,0.895991380933,54.2407820469,258.0,@GCF_002214485.1_Thermococcus_pacificus_strain_P-4,102.0,0.0159282,39.0
GCF_002214505.1,PRJNA224116,SAMN03324165,,representative genome,72803,72803,Thermococcus siculi,strain=RG-20,,latest,Complete Genome,Major,Full,2017/07/05,ASM221450v1,Ecole Normale Superieure de Lyon,GCA_002214505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/505/GCF_002214505.1_ASM221450v1,,assembly from type material,1.0,1.0,2099.0,2029167.0,GCF_002214505.1_Thermococcus siculi_strain=RG-20,0.903698964384,54.9939457915,259.0,@GCF_002214505.1_Thermococcus_siculi_strain_RG-20,95.0,0.00348529,37.0
GCF_000024625.1,PRJNA224116,SAMN02598493,,representative genome,579137,73913,Methanocaldococcus vulcanius M7,strain=M7,,latest,Complete Genome,Major,Full,2009/10/15,ASM2462v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/625/GCF_000024625.1_ASM2462v1,,assembly from type material,2.0,3.0,1693.0,1761737.0,GCF_000024625.1_Methanocaldococcus vulcanius M7_strain=M7,0.93680238971,31.5757686874,248.0,@GCF_000024625.1_Methanocaldococcus_vulcanius_M7_strain_M7,97.0,0.0297528,204.0
GCF_002078355.1,PRJNA224116,SAMN03952737,,na,74969,74969,Ferroplasma acidiphilum,strain=Y,,latest,Complete Genome,Major,Full,2017/04/04,ASM207835v1,Max Planck Institute for Chemical Ecology,GCA_002078355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/355/GCF_002078355.1_ASM207835v1,,assembly from type material,1.0,1.0,1750.0,1826943.0,GCF_002078355.1_Ferroplasma acidiphilum_strain=Y,0.0540737019266,36.4924904608,209.0,@GCF_002078355.1_Ferroplasma_acidiphilum_strain_Y,113.0,0.00109689,57.0
GCF_000018305.1,PRJNA224116,SAMN00623034,,representative genome,397948,76887,Caldivirga maquilingensis IC-167,strain=IC-167,,latest,Complete Genome,Major,Full,2007/10/05,ASM1830v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000018305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/305/GCF_000018305.1_ASM1830v1,,assembly from type material,1.0,1.0,2004.0,2077567.0,GCF_000018305.1_Caldivirga maquilingensis IC-167_strain=IC-167,0.58764068588,43.0958423964,364.0,@GCF_000018305.1_Caldivirga_maquilingensis_IC-167_strain_IC-167,118.0,0.115475,172.0
GCF_003201675.1,PRJNA224116,SAMN09071531,,na,79601,79601,Metallosphaera hakonensis,strain=HO1-1,,latest,Complete Genome,Major,Full,2018/06/07,ASM320167v1,North Carolina State University,GCA_003201675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/201/675/GCF_003201675.1_ASM320167v1,,,1.0,1.0,2365.0,2544108.0,GCF_003201675.1_Metallosphaera hakonensis_strain=HO1-1,0.323051373946,43.7327346166,417.0,@GCF_003201675.1_Metallosphaera_hakonensis_strain_HO1-1,108.0,0.01,42.0
GCF_000008265.1,PRJNA224116,SAMN02603345,,representative genome,263820,82076,Picrophilus torridus DSM 9790,strain=DSM 9790,,latest,Complete Genome,Major,Full,2004/06/08,ASM826v1,"Institut of Microbiology and Genetics, University of Goettingen",GCA_000008265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/265/GCF_000008265.1_ASM826v1,,assembly from type material,1.0,1.0,1563.0,1545895.0,GCF_000008265.1_Picrophilus torridus DSM 9790_strain=DSM 9790,0.264631830543,35.9704248995,208.0,@GCF_000008265.1_Picrophilus_torridus_DSM_9790_strain_DSM_9790,153.0,0.0536013,545.0
GCF_000023985.1,PRJNA224116,SAMN02598490,,representative genome,573064,83171,Methanocaldococcus fervens AG86,strain=AG86,,latest,Complete Genome,Major,Full,2009/08/28,ASM2398v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/985/GCF_000023985.1_ASM2398v1,,assembly from type material,2.0,2.0,1554.0,1507251.0,GCF_000023985.1_Methanocaldococcus fervens AG86_strain=AG86,0.921531858074,32.2183896378,249.0,@GCF_000023985.1_Methanocaldococcus_fervens_AG86_strain_AG86,95.0,0.00918516,191.0
GCF_000024185.1,PRJNA224116,SAMN02603710,,representative genome,634498,83816,Methanobrevibacter ruminantium M1,strain=M1,,latest,Complete Genome,Major,Full,2010/02/05,ASM2418v1,Pastoral Greenhouse Gas Research Consortium,GCA_000024185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/185/GCF_000024185.1_ASM2418v1,,assembly from type material,2.0,1.0,2135.0,2937203.0,GCF_000024185.1_Methanobrevibacter ruminantium M1_strain=M1,0.826595330308,32.6409853183,16.0,@GCF_000024185.1_Methanobrevibacter_ruminantium_M1_strain_M1,121.0,0.0191931,367.0
GCF_000015765.1,PRJNA224116,SAMN00623052,,representative genome,410358,83984,Methanocorpusculum labreanum Z,strain=Z,,latest,Complete Genome,Major,Full,2007/02/01,ASM1576v1,DOE Joint Genome Institute,GCA_000015765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/765/GCF_000015765.1_ASM1576v1,,assembly from type material,3.0,1.0,1799.0,1804962.0,GCF_000015765.1_Methanocorpusculum labreanum Z_strain=Z,0.481120502002,50.0065929366,140.0,@GCF_000015765.1_Methanocorpusculum_labreanum_Z_strain_Z,101.0,0.246002,261.0
GCF_000304355.2,PRJNA224116,SAMEA2272323,,representative genome,1201294,83986,Methanoculleus bourgensis MS2,strain=MS2T,,latest,Complete Genome,Major,Full,2014/02/04,Mb_MS2,irena.maus,GCA_000304355.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/355/GCF_000304355.2_Mb_MS2,,assembly from type material,1.0,1.0,2533.0,2789774.0,GCF_000304355.2_Methanoculleus bourgensis MS2_strain=MS2T,0.709624284015,60.6400375084,126.0,@GCF_000304355.2_Methanoculleus_bourgensis_MS2_strain_MS2T,127.0,1e-06,677.0
GCF_900079125.1,PRJNA224116,SAMEA3921042,,na,83986,83986,Methanoculleus bourgensis,,BA1,latest,Complete Genome,Major,Full,2016/05/05,MBBA,CEBITEC,GCA_900079125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/079/125/GCF_900079125.1_MBBA,,,1.0,1.0,2386.0,2551189.0,GCF_900079125.1_Methanoculleus bourgensis,0.688388568464,60.8871000933,127.0,@GCF_900079125.1_Methanoculleus_bourgensis,98.0,0.00234071,55.0
GCF_000025285.1,PRJNA224116,SAMN00017459,,representative genome,572546,84156,Archaeoglobus profundus DSM 5631,strain=DSM 5631,,latest,Complete Genome,Major,Full,2010/01/19,ASM2528v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000025285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/285/GCF_000025285.1_ASM2528v1,,assembly from type material,1.0,2.0,1784.0,1563423.0,GCF_000025285.1_Archaeoglobus profundus DSM 5631_strain=DSM 5631,0.803120003479,42.0045630645,323.0,@GCF_000025285.1_Archaeoglobus_profundus_DSM_5631_strain_DSM_5631,109.0,0.0503186,169.0
GCF_000092465.1,PRJNA224116,SAMN00002730,,na,591019,84599,Staphylothermus hellenicus DSM 12710,strain=DSM 12710,,latest,Complete Genome,Major,Full,2010/06/01,ASM9246v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000092465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/465/GCF_000092465.1_ASM9246v1,,assembly from type material,1.0,1.0,1586.0,1580347.0,GCF_000092465.1_Staphylothermus hellenicus DSM 12710_strain=DSM 12710,0.957995076602,36.8383019679,381.0,@GCF_000092465.1_Staphylothermus_hellenicus_DSM_12710_strain_DSM_12710,81.0,0.00607724,110.0
GCF_900036045.1,PRJNA224116,SAMEA3857231,,na,86622,86622,Methanoculleus sp. MAB1,,Methanoculleus sp MAB1,latest,Complete Genome,Major,Full,2016/02/15,Methanoculleus sp MAB1,SLU,GCA_900036045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/036/045/GCF_900036045.1_Methanoculleus_sp_MAB1,,,1.0,1.0,2262.0,2859299.0,,,60.2575666273,,,,,
GCF_000020905.1,PRJNA224116,SAMN02603098,,representative genome,490899,94694,Desulfurococcus amylolyticus 1221n,strain=1221n,,latest,Complete Genome,Major,Full,2008/12/24,ASM2090v1,Centre 'Bioengineering' RAS,GCA_000020905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/905/GCF_000020905.1_ASM2090v1,,assembly from synonym type material,1.0,1.0,1386.0,1365223.0,GCF_000020905.1_Desulfurococcus amylolyticus 1221n_strain=1221n,0.809528620378,45.3391130973,385.0,@GCF_000020905.1_Desulfurococcus_amylolyticus_1221n_strain_1221n,72.0,0.0040713,10.0
GCF_000231015.2,PRJNA224116,SAMN02232017,,na,768672,94694,Desulfurococcus amylolyticus DSM 16532,strain=DSM 16532,,latest,Complete Genome,Major,Full,2012/06/07,ASM23101v3,DOE Joint Genome Institute,GCA_000231015.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/015/GCF_000231015.2_ASM23101v3,,assembly from synonym type material,1.0,1.0,1422.0,1384116.0,GCF_000231015.2_Desulfurococcus amylolyticus DSM 16532_strain=DSM 16532,0.799201497993,44.8287571273,386.0,@GCF_000231015.2_Desulfurococcus_amylolyticus_DSM_16532_strain_DSM_16532,79.0,0.01,145.0
GCF_000152265.2,PRJNA224116,SAMN02604346,,representative genome,333146,97393,Ferroplasma acidarmanus fer1,strain=fer1,,latest,Complete Genome,Major,Full,2013/06/26,ASM15226v2,DOE Joint Genome Institute,GCA_000152265.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/152/265/GCF_000152265.2_ASM15226v2,,assembly from type material,1.0,1.0,1854.0,1935211.0,GCF_000152265.2_Ferroplasma acidarmanus fer1_strain=fer1,0.0528049760565,36.4657910688,210.0,@GCF_000152265.2_Ferroplasma_acidarmanus_fer1_strain_fer1,122.0,1e-06,180.0
GCF_000328665.1,PRJNA224116,SAMN02261367,,representative genome,867904,101192,Methanomethylovorans hollandica DSM 15978,strain=DSM 15978,,latest,Complete Genome,Major,Full,2012/12/28,ASM32866v1,JGI,GCA_000328665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/665/GCF_000328665.1_ASM32866v1,,assembly from type material,2.0,2.0,2519.0,2714013.0,GCF_000328665.1_Methanomethylovorans hollandica DSM 15978_strain=DSM 15978,0.694231780985,41.8670433782,185.0,@GCF_000328665.1_Methanomethylovorans_hollandica_DSM_15978_strain_DSM_15978,97.0,0.0428438,12.0
GCF_000816105.1,PRJNA224116,SAMN02429659,,representative genome,1432656,110164,Thermococcus guaymasensis DSM 11113,strain=DSM 11113,,latest,Complete Genome,Major,Full,2015/01/07,ASM81610v1,University of Waterloo,GCA_000816105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/105/GCF_000816105.1_ASM81610v1,,assembly from type material,1.0,1.0,2029.0,1920914.0,GCF_000816105.1_Thermococcus guaymasensis DSM 11113_strain=DSM 11113,0.8830693488,52.8622832672,270.0,@GCF_000816105.1_Thermococcus_guaymasensis_DSM_11113_strain_DSM_11113,98.0,1e-06,1.0
GCF_000011205.1,PRJNA224116,SAMD00061096,,representative genome,273063,111955,Sulfurisphaera tokodaii str. 7,strain=7,,latest,Complete Genome,Major,Full,2004/05/11,ASM1120v1,NITE,GCA_000011205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/205/GCF_000011205.1_ASM1120v1,,assembly from type material,1.0,1.0,2764.0,2694756.0,GCF_000011205.1_Sulfurisphaera tokodaii str. 7_strain=7,0.361131252968,32.7867161257,400.0,@GCF_000011205.1_Sulfurisphaera_tokodaii_str._7_strain_7,115.0,0.045243,141.0
